"blues","interchange","borrowed_sub","dissonance","consonance","composer"
0.0273760683760684,0.0933139083139083,0.0341577311577312,0.540362082362082,0.138962703962704,"bach"
0.030153810835629,0.046121176802995,0.00216450216450216,0.554640183049274,0.141786496331951,"bach"
0.0268842268842269,0.0482517482517483,0.0117521367521368,0.573194398194398,0.154032079032079,"bach"
0.0358134920634921,0.0536706349206349,0.00892857142857143,0.514980158730159,0.170138888888889,"bach"
0.00385743288969095,0.0150157947878648,0.000586510263929619,0.599472516705245,0.117030062643163,"bach"
0.0230297918455813,0.109885950523654,0.0321513224888511,0.537176989938465,0.144383309852081,"bach"
0.00769605022478586,0.070682478281968,0.0342718783357017,0.520968671801005,0.180911143778597,"bach"
0.0388648135019103,0.129588709820126,0.042653294383659,0.520746951998705,0.156827898544238,"bach"
0.00968792866941015,0.0333609425495803,0.00123456790123457,0.595274260415866,0.125500338981467,"bach"
0.0300713080461364,0.0461940741689025,0.0123700775874689,0.584752415241041,0.150410958437274,"bach"
0.0163989926633605,0.0854279072667101,0.0579643792637296,0.517726963345821,0.15105015103849,"bach"
0.0286399099958422,0.030523149167217,0.0137678235135862,0.57588781275222,0.160987599970651,"bach"
0.0514346764346764,0.0949404761904762,0.0353479853479853,0.514323870573871,0.164102564102564,"bach"
0.0328922662482445,0.0798517831805875,0.00582298136645963,0.546270491284078,0.166114225448465,"bach"
0.10270247832588,0.141392476186607,0.0531907492904935,0.591409637164669,0.195669401459779,"joplin"
0.0527289132306365,0.0762586016993493,0.0327569026501953,0.602404362081798,0.155678341219657,"joplin"
0.035451213176463,0.039723717632791,0.0131754293686112,0.626883824197153,0.109766250263626,"joplin"
0.0387538664931779,0.0441364876223666,0.00923986387373115,0.697735958453499,0.110651401147513,"joplin"
0.0664339639233702,0.0764856584044125,0.0320870724522492,0.634859536107884,0.145626543976524,"joplin"
0.0236076075971254,0.0344149219758684,0.0223647671629038,0.640650792436726,0.129267262947088,"joplin"
0.0439916326615657,0.0587709164458761,0.025525105845661,0.66922443650883,0.119008105314124,"joplin"
0.0406606140624748,0.0610327022917059,0.011734693877551,0.648771192626235,0.151713206927793,"joplin"
0.034844196479071,0.0422013320970762,0.0354597050235993,0.618184123135722,0.137244925240063,"joplin"
0.0356650931178619,0.0466842015717966,0.029241299587222,0.58007649740218,0.135512067285775,"joplin"
0.0446424667064202,0.0520327712203477,0.0245828719084533,0.662492520721926,0.11828539872557,"joplin"
0.0272037941203963,0.0300029251364391,0.0185039234755144,0.720399916484078,0.106466317691637,"joplin"
0.0585399366392447,0.0696618841225539,0.0212497141633162,0.617623240968958,0.139916717301511,"joplin"
0.0326580992487309,0.0470168960686728,0.0122274501516583,0.592617703930261,0.15762490232408,"joplin"
0.0333155520139656,0.0499004460395711,0.0262699351888066,0.670585978283445,0.129454083358871,"joplin"
0.0691003931091006,0.194741111422711,0.0380355787684525,0.460429909004498,0.24121892302601,"chopin"
0.090891029389254,0.155663362604008,0.0325823638429799,0.516292499231405,0.191228233727034,"chopin"
0.024961327814708,0.0859081252586586,0.0152863135303873,0.673920031497586,0.101733949030049,"chopin"
0.0112826787530849,0.0142196111017819,0.0044031647746818,0.704888797699397,0.0484809747709948,"chopin"
0.0714215023730595,0.0714215023730595,0.0449169064307473,0.522010453022564,0.164687337844777,"chopin"
0.0593576385949267,0.127042778313965,0.0274544664375173,0.521168897016355,0.174641648370462,"chopin"
0.0637846453655277,0.085986756979404,0.0139021762551174,0.6217679705915,0.119929827797475,"chopin"
0.0986214034721497,0.0986214034721497,0.0308631666840622,0.630449732688539,0.10708897238748,"chopin"
0.0156752136752137,0.139210678210678,0.0294156954156954,0.597134347134347,0.11657486957487,"chopin"
0.0260082190293749,0.0456482086693645,0.00424094424094424,0.66663998616527,0.0923358585381289,"chopin"
0.0401524981650414,0.108992638945061,0.0314481474407945,0.594141582658019,0.170000923720647,"chopin"
0.0246214481508599,0.086674860204272,0.0204481572128631,0.612388110917523,0.154159839453957,"chopin"
0.0178274899703471,0.0525623940329823,0.038240331097474,0.639468485140754,0.143218322293953,"chopin"
0.0671831902630067,0.157193402668119,0.0497979722868376,0.572046707102516,0.125683718822332,"chopin"
0.0246690557571387,0.096216808522508,0.0149228434202527,0.597153810495779,0.139331120807805,"chopin"
0.0795622190745641,0.0927811605545181,0.01368422228639,0.555675158047255,0.148460751954933,"beethoven"
0.073163523248421,0.103196043225112,0.034176673976277,0.54621050055026,0.163271128287607,"beethoven"
0.0391444793405578,0.105470562160297,0.0266533212611644,0.559993936176174,0.194707233259713,"beethoven"
0.0357915919287016,0.0921634934246366,0.028396099529631,0.536726372295277,0.203171932239289,"beethoven"
0.112338887629949,0.165387258998269,0.0370544271981444,0.477914117982292,0.193772518948224,"beethoven"
0.112097765399447,0.147458583704963,0.0372385374473655,0.513890203299396,0.167684783561938,"beethoven"
0.031957649281808,0.0968140574311574,0.0298928976330292,0.565874756760289,0.144189586737745,"vivaldi"
0.0182133511874891,0.126045754946869,0.0272732958030934,0.563111038794765,0.122347090149066,"vivaldi"
0.0300270993374442,0.107788405484413,0.0431105541967611,0.562930749042898,0.143506647012999,"vivaldi"
0.0118321545312696,0.0681155505895566,0.0068302765758518,0.610306016196532,0.10514841247791,"vivaldi"
0.0634099616858238,0.197728516694034,0.0167487684729064,0.446647509578544,0.311029009304871,"vivaldi"
0.0523039401114484,0.0546632705957788,0.000744047619047619,0.596863982663496,0.222538710546998,"vivaldi"
0.0556124201574569,0.111455412948979,0.0338576481729055,0.562042999892265,0.118710467432894,"vivaldi"
0.0527346653120149,0.174958398361713,0.0368064193517227,0.4968009932186,0.212139049989276,"vivaldi"
0.0400221534848864,0.118145930190596,0.00127551020408163,0.54850181135256,0.163590546164076,"vivaldi"
0.00539146804390707,0.00539146804390707,0.00752375775418884,0.726524588533846,0.0556170938141465,"vivaldi"
0.0255600734887433,0.0503685778180944,0.0112190758199162,0.586533025489945,0.115065706349079,"vivaldi"
0,0.0748544543101111,0.0227225301142189,0.577689554259731,0.0959950309944544,"vivaldi"
0.0334114959114959,0.0901801137670703,0.0241366041366041,0.716220537445352,0.120561483899236,"vivaldi"
